text,labels
sayın başkanım eytliler olarak hakkımızı istiyoruz,Neutral
allahım bizleri regaible sana rağbet eden miraç ile yücelen berat ile kurtuluşa eren kadrini idrak ederek seni hak eden kullarından eyle miraç kandilimiz kutlu olsun selam ve dua ile,Favor
rabbim başımızdan eksik etmesin,Favor
adalet neydi haklıyla haksızı ayırt edebilmekti doğruluktu haksız filin haklı karıncaya yol vermesiydi,Neutral
en son hatırladığım başbakan başka partiden cumhurbaşkanı başka partiden olursa idi o konuyu aydınlığa kavusturabildik mi dersimize çalışıp çıkalım da maskara olmayalım ka,Neutral
gerçek reis süleyman reis,Favor
hayırlısı olur inşallah,Favor
rabbim sana uzun ömür can sağlığı versin reis,Favor
sizi de tebrik etmek gerekir zirvenin ülkemizde yapılmasına olanak tanıdınız sizi tebrik ediyorum ellerinize sağlık,Favor
şubat de fetöcü savcının mit müsteşarı fidanın ifadeye çağırması ve o dönem başbakan olan recep tayyip erdoğanın son dakikada ihtiyaç sahibi bir aileyi ziyaret etmesiyle alt üst edilmesine uzanan hikayesi,Against
sa geriye dönük yasayla biz magdur olan eyt lanlara sessiz kalmayin,Neutral
kimse kimseyi düşman yapmıyor ben türküm çok fazla kürt laz cart curt arkadaşım kardeşim var zor zamanlarımız da birbirimize destek olduk herkes her şeyin farkında üstad bu görüntülere aldırış etmiyoruz kim olursa olsun ağzıyla kuş tutsun insanların görüşü belli,Favor
yardim edin sizden sadece yardim istiyorum,Neutral
eyt derneğini de ziyaret edip gönül boran ile görüşmüştünüz bir vakit tekrar görüşüp eyt lı vatandaşların maruzatlarini konuşup artık çözüme kavuşturmanizi beklemekteyiz,Neutral
çok geçmiş olsun allah şifa versin inşallah,Favor
sizler tayyip bey ve siz başbakanım bu ülkenin medari iftarısınız,Favor
allah kerim inşallah duam iz kisaslarimiz kiyamete kalmasini inşallah,Favor
sizler gercektende acinacak gözlerinin icine bakarak yalanla dogrulari carpitmakla hayatiniz geciyor,Against
amacınıza ulaştınız müdür,Neutral
bi bizim okulu tatil etmiyor yarın bu gençler heba olmasın değil mi bi el mi atsanız aydın üniversitesine,Against
dalaman havalimanından marmarise servisle götüren muttaş firması mali bir değeri olmayan satırlık bir kağıt veriyor,Neutral
nasıl seversiniz dimi böyle demokrasiyi,Against
ümit veriyor nin meclise girmesine vesile olmakla başladı millet ittifakı için gerekenleri yaptı yi geliştirdi ve çabalarına yenilerini eklemeye kararlı bu millet samimi çabaları unutmaz ve oy vererek ödüllendirir yilikgünü,Favor
bursabalıkesirmanisaizmir otoyolu ülkemizin son dönemdeki en önemli yatırımlarından biri,Favor
öğretmenler istiyor,Neutral
biliriz ki devlet duvar arasinda değildir biliriz ki devlet bizim de sesimizi duyar bize el uzatir biliriz ve sabirla bekleriz devletin uzatacaği yardim elini sayin cumhurbaşkanim lütfen bu çağrimiza kulak verin cimer,Neutral
beni duyunsayin cumhurbaşkanim yargi reformu yasalaşicakmiş siz türkiyenin ve dünyanin ennn merhametli ennn iyi kalpli ennn yakişikli cumhurbaşkanisiniz size sözzzzz herzaman olduğu gibi te devammmmmmm sizi çokkkkk seviyorummmm,Favor
iş sebebi ile gelemesekte gönlümüz orda,Favor
gündemde de olacakmı yoksa martta buluşmak dileği ile,Neutral
halkın iradesi de sen hala neyin pesindesin isin gücün ülkeyi karıştirmak bir kerede saygı duy seçime halka demokrasiye,Against
yenibüyük ve güçlü türkiyenin mimarı dünya lideri cesur yürekzalimlerin ve hainlerin korkulu rüyasımazlumların ve ümmetin ümidirecep tayyip erdoğanallah sana uzun ömürler versinseni başımızdan eksik etmesinseni çok seviyoruz reisim,Favor
biz mahkumlar yani sizin yaramaz şımarık çocuklarınız cezalarını çektiler akıllandılar söz de veriyorlar birdaha tövbe hazırız hepimiz gerek ölmeye gerek savaşmaya emrinizdeyiz allah sizi başımızdan eksik etmesin,Favor
helal sana cumurbaskanim,Favor
sayın cumhur başkanımız van a gelecek misiniz yine,Neutral
milli insan devlet bey allah sizleri korusun,Favor
hakimlerin bir sorunu mu var yada hakimlerle ilgili bir sorun mu var sorun yasalsa milletin aslı tecavüze uğrarken vekilleri ne iş yapiyor,Against
yalova da yapılan soygununda konuşun hadi,Against
leşlerin geberme videolarını lütfen yayınlayın yayınlayın ki yangın yürekler bir nebze rahatlasın her bir leş e şehitler kadar kurşun yağsın,Against
idarecilik atamaları içim belirlenen takvim bu gün ama bu saate kadar hiç bir açıklamadı bir nedeni var mı acaba,Neutral
o bir amk,Against
le vakit öğretmene l davranma vakti kadrolunun eş özrü haksa sözleşmelininkide haktir sözleşmeli öğretmenlernde çocukları aile ortamında büyümeli,Neutral
hesap çalınmış arkadaşlar cehapeli hekırlar hesabı ele geçirip kılışdar videosu koymuş bazıları videoyu ve ekibinin yayınladığını iddia ediyor ya hiç mi kafanız basmıyor insan bu videoyu kendi hesabından yayınlayacak kadar aptal olabilir mi,Against
sayin recep tayyip erdoğan siz afrin gibi israilin tamamini alamazsaniz kusura bakmayin cumhurbaşkanliğini hak etmiyorsunuz sizin yerinizde olsaydik ne israil ne milleti orsp çocuğu amerika ne de rusya kalirdi lakin siz kilinizi dahi kipirdatamiyorsunuz,Against
ne güzel türkiye başta olmak üzere herkez kazanacak refaha ulaşacak ülkeler olarak milletler olarak kazanır inşallah,Favor
sizde amerikada gereğini yaptiniz başkanim,Favor
sanat tarihçilerin sesini duyurmasina yardimci olun,Neutral
alla hına kurban başkanım yanlız bu gariban ıssız sizin oradaki derenin balığıyım saygılarımla,Favor
evet çok sağduyuluyuz şükür seni iktidara getirmediğimizden anladın herhalde,Against
bende bukadar olaylardan sonra hala ikdidar olan ve bunu seyrediyor olan muhalefete şaşırıyorum,Against
abo staj intibak bağkur kısmi emeklilik için de adalet diyor,Neutral
çalışıyoruz bot ve üniforma giyiyoruz güvenlik işi yapıyoruz ama genel idare hizmeti sınıfında görünüyoruz emniyet sınıfına geçmek istiyoruz,Against
inandığın yolda büyü,Favor
mekanı cennet olsun inşaallah,Favor
cümleten hayırlı bayramlar diliyorum,Favor
thk üniversitesi mali açıdan çok kötü durumda aylardır uçuş eğitimlerimizi yaptıramıyorlar ve uçuş eğitimlerimiz yaptırılmadığı için mezun olamıyoruz üniversitenin acil olarak garantör üniversiteye devredilmesi gerekiyor bu şekilde devam ederse mezun olamayacağız,Against
cok biliyorsun ortalık karistirma,Against
chp içindeki kopan fırtınalar fikir özgürlüğü ak parti içindeki ufak söylemler yada tartışmalar diktatöre baş kaldırdılarolyr,Neutral
milletvekili emekli maaşı tl milletin emekli maaşı tl,Against
diğer ortak ne diyor onun imzası yokmu,Neutral
her iyilik ancak milli birlikle olur,Favor
zorunlu askerlik kaldırılsın,Neutral
yaparsa erdoğan yapar beklentimiz af,Favor
bilgine sundum,Neutral
size diyor,Neutral
havalandirma bacasi neysede kombi acayip geldi,Neutral
devletimle gurur duyuyorum,Favor
na bağlanmak istiyoruz,Neutral
eyt ye çözüm,Neutral
farkında değilsiniz ama bu saltanatı bu halk verdiı siz nerde yaşıyorsunuz bilmiyorum ama yıllık ara bitti,Against
yaktılar ki kandil in ışıklarını,Neutral
özel yetkili mahkeme kararları iptal yargılanma hakkı verilsin,Neutral
açık ve talebe göre kontenjan baz alınıyorsa aslan payı özel eğitime verilmelidir,Neutral
sayın başkanım mardin ilahiyat ta yıllardır ayrı süren eğitimin bu yıl karma olacağı açıklandı gerekçesi sorulduğunda cumhurbaşkanının isteği olduğu söylendi bu doğrumu,Neutral
cumur başkanım mümkünün varsa beni arayın,Neutral
bbi laborant bin atama bekliyor,Neutral
oğlum marburgda erasmus onceki tahliyede mail olarak kendisine ulasilmis o yuzden donmesi gereken cok cocuk da konuyla ilgili blgi alabilirsiniz,Neutral
sayenizde millet swap ıda öğrendi,Favor
varolsun yiğit mehmetler yaşasın ordusu,Favor
mutlu bayramlar başkanım teşekkürler,Favor
vicdanlari dinleri ve insaniyetleri olmayan teröristler asla emellerine ulasamayacaklardir vefa grubu heyetinin ve tüm milletimizin başı sağolsun,Favor
allah cc rahmet eylesin mekanı cennet olsun inşallah,Favor
umurunuzdami bir kez okuyun ya kez bir türlü gündeme getiremediginiz ı paketi ve insanların psikolojisi vebali,Against
babam almanyada yaşıyor martta türkiyeye geldi ve uçuşlar kapanınca türkiyede kaldı şimdi haziran arasında uçabileceği bilgisi geldi fakat biz saat izin alabiliyoruz u arıyorum dk dır açan yok bilgi alacak bir makam lütfen,Neutral
ekteki resimde görülen cümle ile ilgili bilgi verirmisiniz,Neutral
yaw ben ay askerlik yaptım bu vatana ilk duydugumda gözümden yaş geldi elim ayagım titredi siz komutanlar basın açıklamasımı yapıyorsunuz,Against
acil desteğe bakıma ve barınmaya ihtiyacı var,Neutral
patronum devlet patrondan hesap sorabilirsiniz bizi neden sigortasız çalıştırmış,Against
komutanlarimiz askerlerinize sahip çıkın sayılı kanun yaş sebebiyle uzman erbaş kimliğimiz alındı,Against
ekmo mecliste maaşallah,Favor
hicbir ortadogulu benim kardesim degil kimse kusura bakmasin bu ulkenin bakanliklarinin gorevi kendi vatandasinin guvenligi ve refahidir kadin yasli cocuk olmaksizin sap sap sınırdan dolusanlari istemiyorum ulkemde gelmesinler gelenler de geri gonderilsin,Against
seninleyiz uzun adam,Favor
alibey siz içinizdeki terörist leri iyi tanıyorsunuz hırsız içerden olunca kapı kilit tutmazmış malesef dem le demlenen teröristlere mecliste sahip çıkan sizsiniz hangi yüzle konuşuyorsun utan utan ama nafile utanacak yüz olsa orda eşşek gibi anırmazdınız,Against
akape yalakası muhtarlar da artık şapkalarını önüne alıp ümmetçi değil halkçı olmayı tercih etsinler,Against
eyt pirim ve yaş şartı olmadan eyt çıkmalı kesinlikle ankara istanbul adana nasıl gitti kesinlikle cumhurbaskanlıgıda gider,Neutral
iranlı milislerin istanbul sokaklarında polis arabasıyla gezmesine ne diyeceksiniz,Against
bakan bey okullarda temizlik görevlisi yok yıl olmuş okullarda hala kara tahta tebeşir okul kapılarında güvenlik görevlisi yok aten tuvalet kağıdına kadar veli alıyor çünkü vermiyorsunuz sınıflar kişi okullar kişi buyurun yanıtlayın bu soruları,Against
sayın cumhurbaşkanım kademeli emeklilik bekleyen mağdur kitlede vereceğiniz müjdeyi bekliyor,Neutral
allah rahmet eylesin mekanı cennet ruhu şad olsun,Favor
önlisans sosyal güvenlik mezunları temmuz merkezi atamasında kadro bekliyor lütfen sesimizi duyun sgk,Neutral
helal olsun arslanlar sizinde yeni yılınız kutlu olsun,Favor
valla helal olsun tam hafta sürdü onarmanız sizden hızlısı mezarda,Favor
bende bu tarif edilen ülkede yaşamayı istiyorum hangi ülke bu türkiyeden oraya iltica etmeyi düşünüyorum da,Against
gerçekten cok zor durumdayım ne yapacağımı bilmiyorum çaresizim önce allahtan sonrada sizden yardım bekliyorumm,Against
sayın cumhurbaşkanimiz ekteki fotağraf oto camlarına aittir yüzde yüz geri dönüşümü olan ve milli servetlerimizden en önenli göze hitap camın geri dönüşümü sizlerin yardımlarını bekliyoruz saygılarımızla öz yıldırım oto cam elazığ ilyas yildirim,Neutral
yaşanacak bir türkiye için chp,Favor
yas bedel olarak bedelli askerlik yasasi ciksin milyon bedelliyi bekleyen genc tek umut sizsiniz umutlari kirmayin,Neutral
sayin bakanim genel saglik sigortasina bin tl ye kadar olan borclarin dilinecegi haberini haziran ayinda hukumet bildirdi ama hala daha yururluge girmedi,Against
eğitim sistemine eğitim ve sistem istiyoruz,Neutral
bence bir an önce çek,Neutral
aferin lan sana,Favor
diyetisyenler adil atama bekliyor,Neutral
bağlı meslek grupları olarak istediğimiz alımların arttırılması atama takviminin belirlenmesi atama ilanının yayınlanması,Neutral
rabbim yar ve yardimcin olsun,Favor
ve tabii kaynaklar bakanlığının hazırladığı nükleer santral için kamu spotunda nobel ödüllü profesör doktor ve unesco ödüllü profesör doktor bilge demirköz oynadı,Neutral
sayin cumhurbaşkanım her kanun meclisten geçiyor idam kanunu ne zaman meclisten geçecek halkı avutmayalım,Against
bırak şimdi erdoğanı siz nasıl sandıklara sahip çıkamadınız nasıl tüm sandıklara müşahit koyamadınız nasıl seçmen listelerini kontrol edemediniz onu söyleeeeeee aloooooooo,Against
özellikle chp bu konuyu meydana taşıyacak bu benim duyumlarım bakın söz verdi hani diyecekler,Neutral
sen hdpkk ya git yerin orası senin,Against
siz de unfollow ettiniz mı,Neutral
inşaallah cumhurbaşkanı m,Favor
eyt işsiz,Against
neden idam olmuyor,Neutral
vatana milyonlarca işgalci yi dolmasını göz yuman bir milliyetçi hareket birde böyle bir yazı yayınlıyor yazık çok yazık,Against
dur bakalım hemen gevşemeyiniz daha çoooooook iş var yapacak,Neutral
atanmayı bekleyen ve yürekten bu mesleği isteyen vücutsal fonksiyonların azlığını önemsemeden gönülden öğretmeye yürek vermiş biz öğretmenleri martta atayın bizleri öğrencilerimize kavuşturun,Favor
görmediğimiz rezillik adaletsizlik kalmadı yüksek primim olmasına rağmen primi olanla aynı maaşa mahkum edildik kuruş zam almadım haram zehir zıkkım olsun inşallah,Against
puanlı diyetisyenler bu hastalıkların tedavisinde en önemli unsurlardan biri ama atamaları bir türlü yapılmıyor,Neutral
umutla güzel günlere yarınlara hep birlikte,Favor
mustafa kemal atatürk atam izindeyiz lt,Favor
sen halkını bırakmadın ki bu halk seni bırakır mıne ekersen onu biçersin der mevlana sevgini versinhalkta seni bağrına bastıbasina taç yaptı,Favor
sn cumhurbaşkanım allahın izniyle mücadelenizi küresel çeteye ve plandemisine karşı veriniz lütfen,Neutral
yani sonuç olarak,Neutral
tüm kadronuz ile destek vermenizi bekliyoruz,Neutral
en büyük ayıbı hala o koltukta oturarak siz yapıyorsunuz,Against
allah hükumetimizden ve özellikle de bakanımızdan razı olsun hayırlı hizmetlerde muvaffak etsin,Favor
bu ne kardeşim kimin ülkesi kimin doktoru bunlar ne arıyor bu kadar arap bu ülkede,Against
allah hayırlı uğurlu etsin reyisim,Favor
bakanlıkları liyakattan yoksun kadrolarin yaptığı isbilmezlikler tepeden tırnağa kokuşmuş bir sistem,Against
muğla da devetin kanunu yetime dürü adama insanlara var alcaklar a firildaklara yok yildir rusat alamiyorus devlet kiralsa mulga da kiral citlali,Against
reisim allahin izni ile her daim yanindayiz bu can bu bedende oldukcada yolunda canimiz feda olsun,Favor
en büyük hayalimankarada basılan bir gazetenintürkiyeden uygurlara tüm türkler tarafından okunup anlaşılmasıdır gazi mustafa kemal atatürk,Favor
rabbim korusun seni,Favor
zavallı ezik o kadar yenilgiden sonra koltuk işgalini kendin yaptığını görmeyecek kadar ahmaksin o kadar vatandaşın oy verdiği turkiye nin başkanına ve vatandaşa saygı duymayı öğrenmeyecek kadar hainsin,Against
sosyal hizmet uzmanları farkındalık eğitimlerini etkili bir şekilde uygulayabilecek meslek elemanıdır bakanlığımızda daha fazla sosyal hizmet uzmanı görmek istiyoruz,Neutral
ya ne güzel diyosunda bizde senden istiyoruzzz eşit kapsamlı içerde en çok zaten ne suçundan yatanlar belli biz çocuk istismarcilarina değil garip fukaralara istiyoruz bizim halimiz dışarda perişan columuz çocuğumuz perişan eşit bi şekilde istiyoruzz,Against
adam sizikimseyi dinlemiyor bile zamanında daha etkili olsaydınız böyle olmazdı ekonomik sıkıntısından biz mağdur olacağız,Against
nin ndeki arapça istiklal marşı rezaleti için söyleyeceği herhangi birşey yok mudur,Against
